Start Time,Chip ID,PassFill,Defect Code,Model Name,Tact Time,Grade
2021_0805_16:32:57,T9175065AD06,OK,,2V500DJ7QZ00S,30.7,A
2021_0805_16:37:25,T917G017AL01,OK,,2V500DJ7QZ00S,30.9,A
2021_0805_16:39:25,T917F025BD06,OK,,2V500DJ7QZ00S,30.9,A
2021_0805_16:41:15,T917G112AQ01,OK,,2V500DJ7QZ00S,30.7,A
2021_0805_16:43:02,T916U013AV03,OK,,2V500DJ7QZ00S,30.7,A
2021_0805_16:44:50,T917F028AV02,OK,,2V500DJ7QZ00S,30.0,A
2021_0805_16:46:36,T917F028AV08,OK,,2V500DJ7QZ00S,31.3,A
2021_0805_16:48:24,T917F028AV04,OK,,2V500DJ7QZ00S,30.5,A
2021_0805_16:50:11,T917F028AV07,OK,,2V500DJ7QZ00S,30.8,A
2021_0805_16:51:59,T917D053BC03,OK,,2V500DJ7QZ00S,30.7,A
2021_0805_16:53:49,T917D076AN08,OK,,2V500DJ7QZ00S,31.2,A
2021_0805_16:58:40,T917D054AF06,OK,,2V500DJ7QZ00S,30.8,A
2021_0805_17:00:29,T917F022AU06,OK,,2V500DJ7QZ00S,31.0,A
2021_0805_17:02:18,T917D078AK04,OK,,2V500DJ7QZ00S,31.3,A
2021_0805_17:04:08,T917F028AC05,OK,,2V500DJ7QZ00S,30.4,A
2021_0805_17:06:00,T917F028AC03,OK,,2V500DJ7QZ00S,30.9,A
2021_0805_17:09:19,T917F028AC04,OK,,2V500DJ7QZ00S,31.7,A
2021_0805_17:11:09,T917D137AF04,OK,,2V500DJ7QZ00S,30.9,A
2021_0805_17:15:36,T917G124AJ07,OK,,2V500DJ7QZ00S,31.1,A
2021_0805_17:17:25,T917D104AD06,OK,,2V500DJ7QZ00S,30.6,A
2021_0805_17:19:11,T917D043AE07,OK,,2V500DJ7QZ00S,30.7,A
2021_0805_17:21:08,T917E038AG01,OK,,2V500DJ7QZ00S,30.4,A
2021_0805_17:22:54,T917E038AG05,OK,,2V500DJ7QZ00S,30.4,A
2021_0805_17:43:43,T917G073BA02,OK,,2V500DJ7QZ00S,30.5,A
2021_0805_17:45:31,T917G064BB05,OK,,2V500DJ7QZ00S,31.3,A
2021_0805_17:47:21,T917G064BB08,OK,,2V500DJ7QZ00S,30.0,A
2021_0805_17:49:07,T917D047BA04,OK,,2V500DJ7QZ00S,30.6,A
2021_0805_17:50:54,T917D102AD05,OK,,2V500DJ7QZ00S,29.9,A
2021_0805_17:54:20,T917D122AV01,OK,,2V500DJ7QZ00S,31.3,A
2021_0805_18:01:03,T917D137AF08,OK,,2V500DJ7QZ00S,30.3,A
2021_0805_18:02:54,T917G078AM04,OK,,2V500DJ7QZ00S,30.2,A
2021_0805_18:04:42,T917F013AF06,OK,,2V500DJ7QZ00S,30.1,A
2021_0805_18:06:29,T916H013AT08,OK,,2V500DJ7QZ00S,30.0,A
2021_0805_18:09:36,T917D115BD04,OK,,2V500DJ7QZ00S,30.0,A
2021_0805_18:18:00,T917F030AE05,OK,,2V500DJ7QZ00S,32.0,A
2021_0805_18:50:17,T917D115BD03,OK,,2V500DJ7QZ00S,31.4,A
2021_0805_18:52:19,T917G118AN08,OK,,2V500DJ7QZ00S,30.7,A
2021_0805_18:58:38,T917G043AG01,OK,,2V500DJ7QZ00S,31.8,A
2021_0805_19:00:41,T917G080BB04,OK,,2V500DJ7QZ00S,35.6,A
2021_0805_19:02:33,T917G089AT02,OK,,2V500DJ7QZ00S,30.1,A
2021_0805_19:15:44,T917G139AQ05,OK,,2V500DJ7QZ00S,30.2,A
2021_0805_19:32:35,T9175100BC01,OK,,2V500DJ7QZ00S,30.4,A
2021_0805_19:36:00,T9175067AP08,OK,,2V500DJ7QZ00S,29.4,A
2021_0805_19:37:46,T917D123AG03,OK,,2V500DJ7QZ00S,30.1,A
2021_0805_20:01:03,T917G055AG05,OK,,2V500DJ7QZ00S,30.3,A
2021_0805_20:04:26,T917G149AC08,OK,,2V500DJ7QZ00S,30.7,A
2021_0805_20:06:14,T917D117AB06,OK,,2V500DJ7QZ00S,30.3,A
2021_0805_20:08:01,T917D117AB03,OK,,2V500DJ7QZ00S,30.5,A
2021_0805_20:09:47,T917G031AQ08,OK,,2V500DJ7QZ00S,29.9,A
2021_0805_20:19:28,T917G130AK08,OK,,2V500DJ7QZ00S,30.8,A
2021_0805_20:21:15,T917G140AL05,OK,,2V500DJ7QZ00S,30.7,A
2021_0805_20:27:54,T917K097AG08,OK,,2V500DJ7QZ00S,31.0,A
2021_0805_20:29:43,T917G141BB05,OK,,2V500DJ7QZ00S,30.7,A
2021_0805_20:31:32,T916H057BD01,OK,,2V500DJ7QZ00S,29.9,A
2021_0805_20:33:20,T9171013AM02,OK,,2V500DJ7QZ00S,40.0,A
2021_0805_20:35:33,T917D050AA04,OK,,2V500DJ7QZ00S,30.1,A
2021_0805_20:39:20,T917D111BD08,OK,,2V500DJ7QZ00S,30.9,A
2021_0805_20:41:08,T917D052AQ08,OK,,2V500DJ7QZ00S,30.5,A
2021_0805_20:42:55,T917D118AK02,OK,,2V500DJ7QZ00S,31.4,A
2021_0805_20:44:43,T917G045AC07,OK,,2V500DJ7QZ00S,29.7,A
2021_0805_20:46:34,T917D111BD04,OK,,2V500DJ7QZ00S,30.8,A
2021_0805_20:51:55,T917D118AK01,OK,,2V500DJ7QZ00S,36.7,A
2021_0805_21:00:42,T9166113AH07,OK,,2V500DJ7QZ00S,30.0,A
2021_0805_21:02:29,T9166114AL08,OK,,2V500DJ7QZ00S,29.6,A
2021_0805_21:04:17,T9166113AH06,OK,,2V500DJ7QZ00S,31.0,A
2021_0805_21:08:03,T916H009AM01,OK,,2V500DJ7QZ00S,29.8,A
2021_0805_21:09:49,T917D123AG01,OK,,2V500DJ7QZ00S,31.1,A
2021_0805_21:11:37,T9166113AH01,OK,,2V500DJ7QZ00S,31.1,A
2021_0805_21:14:08,T9166113AH05,OK,,2V500DJ7QZ00S,29.9,A
2021_0805_21:15:56,T9166113AH04,OK,,2V500DJ7QZ00S,31.7,A
2021_0805_21:18:24,T917K121AF01,OK,,2V500DJ7QZ00S,29.9,A
2021_0805_21:20:11,T917D123AG06,OK,,2V500DJ7QZ00S,31.0,A
2021_0805_21:21:59,T917F013AR03,OK,,2V500DJ7QZ00S,31.9,A
2021_0805_21:23:50,T917F030AV03,OK,,2V500DJ7QZ00S,31.7,A
2021_0805_21:26:00,T917G141BC05,OK,,2V500DJ7QZ00S,30.9,A
2021_0805_21:27:47,T917D048AS04,OK,,2V500DJ7QZ00S,30.5,A
2021_0805_22:31:55,T917G035AQ01,OK,,2V500DJ7QZ00S,30.1,A
2021_0805_22:38:12,T917D052AQ07,OK,,2V500DJ7QZ00S,35.0,A
2021_0805_22:40:05,T917D097AD02,OK,,2V500DJ7QZ00S,30.6,A
2021_0805_23:06:41,T917D097AD04,OK,,2V500DJ7QZ00S,30.7,A
2021_0805_23:08:29,T917D134AR04,OK,,2V500DJ7QZ00S,30.4,A
2021_0805_23:10:18,T9175081AD04,OK,,2V500DJ7QZ00S,30.1,A
2021_0805_23:12:09,T917G148AA07,OK,,2V500DJ7QZ00S,30.6,A
2021_0805_23:13:57,T916U013BC01,OK,,2V500DJ7QZ00S,29.7,A
2021_0805_23:22:41,T916U013BC08,OK,,2V500DJ7QZ00S,30.9,A
2021_0805_23:24:30,T916D063AD05,OK,,2V500DJ7QZ00S,30.4,A
2021_0805_23:26:17,T916H011AA07,OK,,2V500DJ7QZ00S,32.0,A
2021_0805_23:30:30,T916T014BC07,OK,,2V500DJ7QZ00S,30.7,A
2021_0805_23:34:36,T916H011AA01,OK,,2V500DJ7QZ00S,30.1,A
2021_0805_23:36:24,T917G121AE01,OK,,2V500DJ7QZ00S,29.7,A
2021_0805_23:38:11,T916T025AD01,OK,,2V500DJ7QZ00S,30.2,A
2021_0805_23:40:00,T916T049AG01,OK,,2V500DJ7QZ00S,30.7,A
2021_0805_23:41:48,T916T025AD02,OK,,2V500DJ7QZ00S,30.7,A
2021_0805_23:44:20,T9166119AE01,OK,,2V500DJ7QZ00S,30.1,A
2021_0805_23:46:07,T917G112AU08,OK,,2V500DJ7QZ00S,29.7,A
2021_0805_23:48:08,T9166119AE07,OK,,2V500DJ7QZ00S,34.9,A
2021_0805_23:50:01,T9166119AM08,OK,,2V500DJ7QZ00S,30.8,A
2021_0805_23:51:49,T917G028AD04,OK,,2V500DJ7QZ00S,30.7,A
2021_0805_23:53:38,T9166119AE06,OK,,2V500DJ7QZ00S,30.7,A
2021_0805_23:57:59,T916D063AD02,OK,,2V500DJ7QZ00S,30.2,A
2021_0806_00:00:13,T916H011AA08,OK,,2V500DJ7QZ00S,30.8,A
2021_0806_00:22:56,T916T057AF05,OK,,2V500DJ7QZ00S,30.4,A
2021_0806_00:24:42,T917K092AV03,OK,,2V500DJ7QZ00S,30.6,A
2021_0806_00:30:34,T917F027AS05,OK,,2V500DJ7QZ00S,29.9,A
2021_0806_00:32:19,T917G058AQ05,OK,,2V500DJ7QZ00S,30.3,A
2021_0806_00:34:06,T916M045AB03,OK,,2V500DJ7QZ00S,31.2,A
2021_0806_00:41:57,2V500DJ7QZ00,OK,,2V500DJ7QZ00S,1.9,A
2021_0806_00:51:40,T917D054BA03,OK,,2V500DJ7QZ00S,30.5,A
2021_0806_00:53:27,T917D064AJ03,OK,,2V500DJ7QZ00S,31.6,A
2021_0806_00:55:14,T917D064AJ05,OK,,2V500DJ7QZ00S,29.5,A
2021_0806_00:57:01,T917G042AN02,OK,,2V500DJ7QZ00S,30.9,A
2021_0806_00:59:06,T917E060AF02,OK,,2V500DJ7QZ00S,30.6,A
2021_0806_01:02:54,T9175096AC01,OK,,2V500DJ7QZ00S,30.0,A
2021_0806_01:11:09,T917D125AR05,OK,,2V500DJ7QZ00S,30.5,A
2021_0806_01:21:18,T917F016BA06,OK,,2V500DJ7QZ00S,29.7,A
2021_0806_01:23:03,T917D064AJ02,OK,,2V500DJ7QZ00S,45.1,A
2021_0806_01:25:03,T917D082AC06,OK,,2V500DJ7QZ00S,30.6,A
2021_0806_01:28:51,T917F016BA01,OK,,2V500DJ7QZ00S,30.2,A
2021_0806_01:41:18,T917F031AU05,NG,PCDB600951008898013PCDB600825008908013PCDB600728020108013,2V500DJ7QZ00S,30.5,C5
2021_0806_01:43:03,T917F031AU01,OK,,2V500DJ7QZ00S,38.7,A
2021_0806_01:44:58,T917F031AU03,OK,,2V500DJ7QZ00S,31.7,A
2021_0806_01:46:45,T917J023AV03,OK,,2V500DJ7QZ00S,31.0,A
2021_0806_01:48:31,T916T035AR07,OK,,2V500DJ7QZ00S,31.2,A
2021_0806_01:50:17,T917G028AD06,OK,,2V500DJ7QZ00S,30.9,A
2021_0806_01:52:02,T917G112AU07,OK,,2V500DJ7QZ00S,30.5,A
2021_0806_01:53:49,T917G028AD08,OK,,2V500DJ7QZ00S,30.6,A
2021_0806_01:55:34,T917G112AU01,OK,,2V500DJ7QZ00S,30.8,A
2021_0806_01:57:20,T917G112AU05,OK,,2V500DJ7QZ00S,30.3,A
2021_0806_01:59:05,T917D084AB05,OK,,2V500DJ7QZ00S,30.5,A
2021_0806_02:00:54,T9175059AT03,OK,,2V500DJ7QZ00S,31.2,A
2021_0806_02:02:41,T917G134BD07,OK,,2V500DJ7QZ00S,31.6,A
2021_0806_02:04:28,T917G116AH05,OK,,2V500DJ7QZ00S,30.4,A
2021_0806_02:06:14,T917F156AD07,OK,,2V500DJ7QZ00S,30.6,A
2021_0806_02:08:00,T917G114AS06,OK,,2V500DJ7QZ00S,31.2,A
2021_0806_02:09:48,T917F156AD02,OK,,2V500DJ7QZ00S,29.8,A
2021_0806_02:11:32,T917G106BD07,OK,,2V500DJ7QZ00S,31.0,A
2021_0806_02:13:41,T917G072BB07,OK,,2V500DJ7QZ00S,31.6,A
2021_0806_02:15:28,T917G045AV03,OK,,2V500DJ7QZ00S,30.9,A
2021_0806_02:17:15,T917G120AB05,OK,,2V500DJ7QZ00S,31.1,A
2021_0806_02:19:04,T917G146AG02,OK,,2V500DJ7QZ00S,31.6,A
2021_0806_02:20:50,T917G039BA06,OK,,2V500DJ7QZ00S,31.0,A
2021_0806_02:24:03,T917G039BA01,OK,,2V500DJ7QZ00S,30.6,A
2021_0806_02:25:56,T916U014AM08,OK,,2V500DJ7QZ00S,31.3,A
2021_0806_02:34:35,T9175104AC07,OK,,2V500DJ7QZ00S,30.2,A
2021_0806_02:36:21,T917G058BB06,OK,,2V500DJ7QZ00S,30.6,A
2021_0806_02:38:08,T917G039BA07,OK,,2V500DJ7QZ00S,30.5,A
2021_0806_02:39:54,T917G030AT07,OK,,2V500DJ7QZ00S,31.1,A
2021_0806_02:41:42,T917G056AH05,OK,,2V500DJ7QZ00S,30.3,A
2021_0806_02:44:48,T917G028AQ06,OK,,2V500DJ7QZ00S,30.5,A
2021_0806_02:46:36,T917G130AV05,NG,PCMCK0036500633800D,2V500DJ7QZ00S,30.2,E
2021_0806_02:49:05,T917G028AQ04,OK,,2V500DJ7QZ00S,30.7,A
2021_0806_02:50:52,T917G045AV04,OK,,2V500DJ7QZ00S,30.9,A
2021_0806_02:52:38,T917G072BB04,OK,,2V500DJ7QZ00S,29.9,A
2021_0806_02:54:24,T916U014AM02,OK,,2V500DJ7QZ00S,31.6,A
2021_0806_02:56:13,T917G045AV05,OK,,2V500DJ7QZ00S,30.7,A
2021_0806_02:58:00,T917G116AH04,OK,,2V500DJ7QZ00S,30.7,A
2021_0806_03:05:21,T917G116AH08,OK,,2V500DJ7QZ00S,31.1,A
2021_0806_03:07:08,T917K071BA08,OK,,2V500DJ7QZ00S,31.3,A
2021_0806_03:09:55,T917G065AL06,OK,,2V500DJ7QZ00S,32.1,A
2021_0806_03:11:44,T917G113BC03,OK,,2V500DJ7QZ00S,30.9,A
2021_0806_03:13:31,T917G081BB04,OK,,2V500DJ7QZ00S,30.6,A
2021_0806_03:54:08,T917G073AE08,OK,,2V500DJ7QZ00S,30.5,A
2021_0806_03:57:43,T917G076AL01,OK,,2V500DJ7QZ00S,31.5,A
2021_0806_03:59:33,T917G047AL01,OK,,2V500DJ7QZ00S,31.1,A
2021_0806_04:01:55,T917G064BD04,OK,,2V500DJ7QZ00S,31.5,A
2021_0806_04:03:42,T917G047AL07,OK,,2V500DJ7QZ00S,30.9,A
2021_0806_04:05:32,T917G032AN02,OK,,2V500DJ7QZ00S,31.9,A
2021_0806_04:17:16,T917G138AQ04,OK,,2V500DJ7QZ00S,30.6,A
2021_0806_04:19:04,T917G138AQ07,OK,,2V500DJ7QZ00S,30.4,A
2021_0806_04:20:52,T917G088AF01,OK,,2V500DJ7QZ00S,30.5,A
2021_0806_04:22:39,T917K111AS08,OK,,2V500DJ7QZ00S,30.5,A
2021_0806_04:28:04,T917G088AF08,OK,,2V500DJ7QZ00S,30.0,A
2021_0806_04:29:50,T917G088AF04,OK,,2V500DJ7QZ00S,30.3,A
2021_0806_04:31:45,T917K114AP08,OK,,2V500DJ7QZ00S,31.2,A
2021_0806_04:33:33,T917K111AS06,OK,,2V500DJ7QZ00S,30.2,A
2021_0806_04:41:44,T917K094AF05,OK,,2V500DJ7QZ00S,31.8,A
2021_0806_04:43:32,T917K094AF07,NG,PCDB602943010938013,2V500DJ7QZ00S,30.1,C5
2021_0806_04:45:19,T917G043AM03,OK,,2V500DJ7QZ00S,30.5,A
2021_0806_04:47:06,T911K166AC04,OK,,2V500DJ7QZ00S,31.4,A
2021_0806_05:07:27,T911K166AC01,OK,,2V500DJ7QZ00S,30.5,A
2021_0806_05:09:14,T917G043AM04,OK,,2V500DJ7QZ00S,30.8,A
2021_0806_05:13:41,T917G111AQ01,OK,,2V500DJ7QZ00S,30.7,A
2021_0806_05:15:27,T917G119BD02,OK,,2V500DJ7QZ00S,31.0,A
2021_0806_05:17:15,T917G051AR05,NG,PCDB600056020378013,2V500DJ7QZ00S,30.8,C5
2021_0806_05:19:03,T917G141AL02,OK,,2V500DJ7QZ00S,30.5,A
2021_0806_05:23:14,T917G117AB07,OK,,2V500DJ7QZ00S,30.8,A
2021_0806_05:25:22,T917K063AT06,OK,,2V500DJ7QZ00S,30.9,A
2021_0806_05:37:45,T917K111BD05,OK,,2V500DJ7QZ00S,30.7,A
2021_0806_05:39:46,T917L052AN01,OK,,2V500DJ7QZ00S,30.7,A
2021_0806_05:41:33,T917L052AN06,OK,,2V500DJ7QZ00S,30.4,A
2021_0806_05:54:07,T917G138AR03,OK,,2V500DJ7QZ00S,30.6,A
2021_0806_06:04:21,T917K111BD03,OK,,2V500DJ7QZ00S,31.1,A
